popid,pop
17408,0
17409,0
17410,0
17411,75
17412,83
17413,0
17414,31
17415,58
17416,76
17417,159
17418,85
17419,35
17420,84
17421,103
17422,110
17423,148
17424,24
17425,65
17426,40
17427,164
17428,132
17429,21
17430,20
17431,62
17432,47
17433,73
17434,33
17435,10
17436,44
17437,61
17438,57
17439,34
17440,92
17441,26
17442,43
17443,42
17444,0
17445,77
17446,15
17447,91
17448,31
17449,49
17450,5
17451,9
17452,28
17453,9
17454,354
17455,0
17456,0
17457,0
17458,420
17459,0
17460,0
17461,184
17462,0
17463,211
17464,0
17465,588
17466,0
17467,0
17468,190
17469,235
17470,280
17471,120
17472,175
17473,104
17474,0
17475,0
17476,109
17477,0
17478,255
17479,0
17480,0
17481,0
17482,0
17483,0
17484,2
17485,0
17486,96
17487,0
17488,21
17489,0
17490,0
17491,347
17492,0
17493,496
17494,0
17495,0
17496,0
17497,338
17498,15
17499,0
17500,0
17501,0
17502,0
17503,280
17504,0
17505,20
17506,0
17507,0
17508,0
17509,0
17510,0
17511,5
17512,0
17513,0
17514,0
17515,0
17516,11
17517,0
17518,7
17519,0
17520,0
17521,0
17522,0
17523,0
17524,0
17525,0
17526,0
17527,0
17528,0
17529,0
17530,0
17531,0
17532,0
17533,0
17534,1
17535,0
17536,8
17537,0
17538,3
17539,0
17540,0
17541,2
17542,0
17543,0
17544,12
17545,3
17546,0
17547,14
17548,0
17549,0
17550,0
17551,67
17552,0
17553,61
17554,75
17555,38
17556,0
17557,11
17558,60
17559,340
17560,0
17561,168
17562,0
17563,0
17564,125
17565,101
17566,260
17567,17
17568,65
17569,0
17570,0
17571,9
17572,131
17573,0
17574,7
17575,0
17576,0
17577,0
17578,0
17579,177
17580,0
17581,2
17582,31
17583,36
17584,0
17585,17
17586,244
17587,26
17588,10
17589,0
17590,0
17591,0
17592,60
17593,73
17594,3
17595,63
17596,63
17597,680
17598,0
17599,0
17600,0
17601,0
17602,0
17603,0
17604,0
17605,0
17606,19
17607,0
17608,0
17609,0
17610,658
17611,0
17612,0
17613,0
17614,0
17615,0
17616,73
17617,0
17618,0
17619,255
17620,0
17621,5
17622,81
17623,0
17624,0
17625,36
17626,82
17627,138
17628,1558
17629,0
17630,0
17631,0
17632,0
17633,0
17634,318
17635,0
17636,0
17637,0
17638,407
17639,0
17640,1214
17641,0
17642,0
17643,0
17644,0
17645,0
17646,0
17647,0
17648,0
17649,116
17650,1
17651,37
17652,82
17653,93
17654,0
17655,110
17656,107
17657,128
17658,0
17659,48
17660,206
17661,36
17662,85
17663,0
17664,0
17665,0
17666,0
17667,0
17668,0
17669,39
17670,0
17671,32
17672,0
17673,0
17674,48
17675,57
17676,127
17677,36
17678,195
17679,26
17680,0
17681,0
17682,65
17683,52
17684,50
17685,61
17686,17
17687,3
17688,141
17689,43
17690,94
17691,67
17692,17
17693,25
17694,0
17695,0
17696,0
17697,105
17698,170
17699,59
17700,125
17701,111
17702,83
17703,113
17704,152
17705,210
17706,188
17707,21
17708,92
17709,62
17710,18
17711,37
17712,105
17713,75
17714,26
17715,39
17716,5
17717,0
17718,0
17719,90
17720,55
17721,0
17722,0
17723,26
17724,73
17725,581
17726,357
17727,49
17728,211
17729,69
17730,229
17731,145
17732,716
17733,0
17734,26
17735,76
17736,219
17737,0
17738,0
17739,0
17740,100
17741,43
17742,36
17743,98
17744,11
17745,174
17746,82
17747,42
17748,113
17749,191
17750,154
17751,13
17752,118
17753,74
17754,52
17755,144
17756,0
17757,400
17758,109
17759,257
17760,0
17761,0
17762,0
17763,604
17764,407
17765,263
17766,230
17767,461
17768,337
17769,364
17770,256
17771,0
17772,0
17773,29
17774,132
17775,0
17776,54
17777,40
17778,85
17779,51
17780,50
17781,62
17782,45
17783,4
17784,2
17785,147
17786,76
17787,51
17788,2
17789,128
17790,79
17791,38
17792,11
17793,102
17794,38
17795,65
17796,104
17797,205
17798,43
17799,32
17800,44
17801,62
17802,55
17803,59
17804,69
17805,49
17806,53
17807,0
17808,9
17809,0
17810,0
17811,3
17812,43
17813,94
17814,0
17815,64
17816,86
17817,41
17818,80
17819,130
17820,25
17821,43
17822,34
17823,50
17824,46
17825,58
17826,31
17827,108
17828,47
17829,24
17830,38
17831,85
17832,16
17833,0
17834,16
17835,1
17836,10
17837,10
17838,3
17839,65
17840,0
17841,49
17842,31
17843,46
17844,74
17845,93
17846,61
17847,100
17848,99
17849,73
17850,119
17851,60
17852,0
17853,0
17854,0
17855,0
17856,3
17857,13
17858,18
17859,0
17860,98
17861,84
17862,33
17863,69
17864,33
17865,18
17866,30
17867,0
17868,100
17869,161
17870,28
17871,23
17872,115
17873,0
17874,0
17875,0
17876,133
17877,149
17878,150
17879,66
17880,70
17881,92
17882,79
17883,8
17884,9
17885,97
17886,75
17887,147
17888,9
17889,78
17890,0
17891,0
17892,68
17893,12
17894,128
17895,69
17896,81
17897,82
17898,57
17899,104
17900,50
17901,0
17902,0
17903,35
17904,22
17905,221
17906,49
17907,0
17908,0
17909,0
17910,82
17911,110
17912,61
17913,63
17914,0
17915,22
17916,96
17917,103
17918,191
17919,0
17920,0
17921,61
17922,74
17923,54
17924,102
17925,118
17926,96
17927,58
17928,99
17929,96
17930,62
17931,1
17932,42
17933,0
17934,0
17935,6
17936,0
17937,69
17938,109
17939,23
17940,83
17941,71
17942,142
17943,130
17944,125
17945,167
17946,58
17947,0
17948,64
17949,0
17950,102
17951,0
17952,0
17953,24
17954,45
17955,77
17956,0
17957,56
17958,54
17959,61
17960,39
17961,141
17962,77
17963,107
17964,107
17965,52
17966,109
17967,0
17968,0
17969,118
17970,60
17971,0
17972,125
17973,184
17974,93
17975,32
17976,31
17977,135
17978,49
17979,44
17980,56
17981,78
17982,0
17983,0
17984,57
17985,53
17986,55
17987,7
17988,73
17989,130
17990,95
17991,106
17992,55
17993,78
17994,91
17995,25
17996,20
17997,95
17998,63
17999,66
18000,61
18001,25
18002,35
18003,35
18004,5
18005,0
18006,2
18007,0
18008,0
18009,0
18010,0
18011,0
18012,0
18013,0
18014,31
18015,0
18016,0
18017,0
18018,0
18019,14
18020,6
18021,26
18022,0
18023,80
18024,12
18025,0
18026,169
18027,69
18028,42
18029,39
18030,82
18031,60
18032,31
18033,63
18034,514
18035,4
18036,121
18037,3
18038,0
18039,11
18040,143
18041,57
18042,11
18043,0
18044,99
18045,63
18046,60
18047,39
18048,108
18049,97
18050,98
18051,124
18052,75
18053,9
18054,66
18055,118
18056,129
18057,104
18058,73
18059,10
18060,3
18061,0
18062,57
18063,37
18064,61
18065,101
18066,100
18067,70
18068,22
18069,18
18070,108
18071,69
18072,12
18073,99
18074,39
18075,0
18076,0
18077,75
18078,43
18079,18
18080,142
18081,0
18082,0
18083,0
18084,0
18085,0
18086,0
18087,0
18088,0
18089,0
18090,0
18091,84
18092,0
18093,11
18094,12
18095,0
18096,64
18097,66
18098,5
18099,30
18100,92
18101,87
18102,61
18103,113
18104,0
18105,57
18106,92
18107,92
18108,52
18109,60
18110,68
18111,0
18112,181
18113,190
18114,172
18115,163
18116,195
18117,184
18118,181
18119,118
18120,20
18121,171
18122,132
18123,171
18124,89
18125,154
18126,135
18127,145
18128,9
18129,38
18130,0
18131,39
18132,79
18133,0
18134,153
18135,32
18136,0
18137,14
18138,4
18139,61
18140,0
18141,0
18142,0
18143,58
18144,6
18145,161
18146,134
18147,297
18148,97
18149,92
18150,83
18151,78
18152,135
18153,91
18154,106
18155,100
18156,120
18157,138
18158,91
18159,157
18160,139
18161,145
18162,118
18163,142
18164,147
18165,69
18166,119
18167,7
18168,0
18169,0
18170,119
18171,109
18172,80
18173,111
18174,0
18175,12
18176,27
18177,94
18178,114
18179,38
18180,218
18181,187
18182,73
18183,72
18184,223
18185,103
18186,136
18187,212
18188,121
18189,103
18190,201
18191,199
18192,137
18193,156
18194,163
18195,208
18196,131
18197,165
18198,166
18199,9
18200,173
18201,182
18202,124
18203,214
18204,241
18205,235
18206,126
18207,212
18208,57
18209,23
18210,116
18211,66
18212,63
18213,63
18214,105
18215,97
18216,111
18217,84
18218,197
18219,105
18220,152
18221,29
18222,78
18223,81
18224,0
18225,29
18226,61
18227,0
18228,77
18229,119
18230,156
18231,117
18232,209
18233,47
18234,193
18235,194
18236,151
18237,192
18238,178
18239,176
18240,186
18241,191
18242,133
18243,166
18244,122
18245,186
18246,152
18247,110
18248,38
18249,61
18250,185
18251,164
18252,332
18253,254
18254,239
18255,189
18256,107
18257,145
18258,95
18259,206
18260,0
18261,0
18262,37
18263,1
18264,3
18265,9
18266,65
18267,144
18268,238
18269,204
18270,192
18271,0
18272,121
18273,249
18274,179
18275,28
18276,61
18277,72
18278,88
18279,51
18280,147
18281,111
18282,153
18283,125
18284,254
18285,191
18286,236
18287,114
18288,239
18289,125
18290,159
18291,98
18292,335
18293,27
18294,132
18295,15
18296,126
18297,8
18298,0
18299,3
18300,243
18301,106
18302,175
18303,200
18304,158
18305,97
18306,229
18307,0
18308,0
18309,73
18310,69
18311,0
18312,0
18313,0
18314,33
18315,58
18316,246
18317,188
18318,25
18319,105
18320,133
18321,219
18322,203
18323,137
18324,0
18325,0
18326,0
18327,118
18328,39
18329,89
18330,41
18331,22
18332,93
18333,138
18334,133
18335,1
18336,0
18337,123
18338,60
18339,139
18340,133
18341,9
18342,50
18343,158
18344,179
18345,136
18346,253
18347,17
18348,139
18349,114
18350,54
18351,111
18352,53
18353,108
18354,155
18355,115
18356,130
18357,110
18358,117
18359,38
18360,1
18361,176
18362,134
18363,161
18364,215
18365,130
18366,129
18367,160
18368,145
18369,23
18370,78
18371,170
18372,115
18373,183
18374,136
18375,181
18376,153
18377,180
18378,137
18379,164
18380,145
18381,150
18382,102
18383,158
18384,139
18385,164
18386,193
18387,137
18388,185
18389,130
18390,229
18391,201
18392,115
18393,11
18394,99
18395,174
18396,119
18397,8
18398,145
18399,145
18400,115
18401,129
18402,178
18403,143
18404,95
18405,165
18406,137
18407,122
18408,140
18409,189
18410,11
18411,20
18412,157
18413,85
18414,185
18415,28
18416,114
18417,163
18418,175
18419,126
18420,140
18421,125
18422,135
18423,128
18424,142
18425,147
18426,137
18427,195
18428,149
18429,184
18430,0
18431,161
18432,110
18433,180
18434,119
18435,131
18436,170
18437,196
18438,104
18439,154
18440,136
18441,174
18442,160
18443,140
18444,109
18445,123
18446,139
18447,144
18448,115
18449,151
18450,110
18451,129
18452,136
18453,148
18454,138
18455,180
18456,134
18457,125
18458,122
18459,151
18460,164
18461,88
18462,0
18463,76
18464,81
18465,0
18466,67
18467,0
18468,0
18469,84
18470,33
18471,104
18472,95
18473,70
18474,120
18475,93
18476,128
18477,101
18478,162
18479,137
18480,42
18481,148
18482,138
18483,154
18484,46
18485,17
18486,22
18487,0
18488,0
18489,0
18490,0
18491,96
18492,121
18493,89
18494,111
18495,107
18496,94
18497,115
18498,56
18499,31
18500,0
18501,0
18502,0
18503,17
18504,36
18505,41
18506,117
18507,56
18508,33
18509,25
18510,13
18511,53
18512,102
18513,67
18514,75
18515,86
18516,14
18517,0
18518,35
18519,20
18520,30
18521,6
18522,21
18523,46
18524,58
18525,49
18526,24
18527,215
18528,134
18529,0
18530,18
18531,47
18532,98
18533,117
18534,72
18535,60
18536,99
18537,130
18538,58
18539,32
18540,32
18541,62
18542,12
18543,20
18544,13
18545,15
18546,32
18547,32
18548,141
18549,128
18550,71
18551,163
18552,122
18553,126
18554,152
18555,108
18556,97
18557,105
18558,0
18559,103
18560,112
18561,182
18562,133
18563,153
18564,181
18565,345
18566,22
18567,175
18568,158
18569,182
18570,165
18571,0
18572,196
18573,210
18574,203
18575,202
18576,156
18577,178
18578,136
18579,94
18580,146
18581,130
18582,105
18583,117
18584,123
18585,137
18586,60
18587,75
18588,44
18589,65
18590,200
18591,121
18592,182
18593,114
18594,151
18595,122
18596,78
18597,101
18598,91
18599,153
18600,0
18601,0
18602,0
18603,0
18604,0
18605,51
18606,80
18607,54
18608,16
18609,23
18610,49
18611,0
18612,0
18613,6
18614,34
18615,70
18616,23
18617,0
18618,8
18619,3
18620,13
18621,0
18622,0
18623,0
18624,0
18625,0
18626,59
18627,12
18628,67
18629,7
18630,11
18631,0
18632,0
18633,1
18634,34
18635,42
18636,44
18637,7
18638,21
18639,100
18640,15
18641,19
18642,0
18643,18
18644,3
18645,10
18646,27
18647,17
18648,2
18649,71
18650,0
18651,18
18652,6
18653,25
18654,17
18655,9
18656,186
18657,57
18658,1
18659,17
18660,99
18661,28
18662,0
18663,46
18664,43
18665,12
18666,0
18667,60
18668,61
18669,39
18670,47
18671,20
18672,63
18673,15
18674,107
18675,65
18676,37
18677,15
18678,3
18679,20
18680,0
18681,48
18682,48
18683,17
18684,78
18685,77
18686,22
18687,45
18688,209
18689,55
18690,0
18691,32
18692,6
18693,0
18694,0
18695,0
18696,15
18697,4
18698,0
18699,0
18700,0
18701,0
18702,0
18703,151
18704,84
18705,0
18706,142
18707,46
18708,50
18709,63
18710,47
18711,31
18712,59
18713,29
18714,56
18715,37
18716,72
18717,99
18718,36
18719,73
18720,115
18721,86
18722,54
18723,2
18724,0
18725,111
18726,65
18727,72
18728,143
18729,23
18730,121
18731,44
18732,22
18733,79
18734,44
18735,38
18736,94
18737,28
18738,37
18739,114
18740,79
18741,69
18742,6
18743,56
18744,76
18745,30
18746,37
18747,66
18748,64
18749,25
18750,0
18751,44
18752,0
18753,24
18754,0
18755,64
18756,25
18757,0
18758,44
18759,355
18760,60
18761,45
18762,180
18763,162
18764,39
18765,0
18766,89
18767,21
18768,37
18769,78
18770,43
18771,23
18772,148
18773,83
18774,117
18775,47
18776,128
18777,0
18778,100
18779,156
18780,195
18781,153
18782,219
18783,182
18784,96
18785,69
18786,86
18787,0
18788,0
18789,218
18790,15
18791,0
18792,2
18793,30
18794,106
18795,93
18796,16
18797,153
18798,109
18799,64
18800,132
18801,256
18802,166
18803,39
18804,123
18805,132
18806,77
18807,102
18808,57
18809,55
18810,21
18811,5
18812,55
18813,51
18814,149
18815,221
18816,125
18817,0
18818,114
18819,0
18820,67
18821,160
18822,0
18823,0
18824,0
18825,0
18826,150
18827,162
18828,0
18829,96
18830,86
18831,57
18832,44
18833,133
18834,0
18835,57
18836,141
18837,78
18838,31
18839,187
18840,186
18841,47
18842,25
18843,78
18844,13
18845,0
18846,18
18847,103
18848,48
18849,51
18850,91
18851,39
18852,187
18853,187
18854,172
18855,23
18856,19
18857,97
18858,134
18859,66
18860,128
18861,68
18862,104
18863,180
18864,0
18865,56
18866,246
18867,269
18868,13
18869,179
18870,202
18871,124
18872,135
18873,61
18874,179
18875,48
18876,122
18877,203
18878,76
18879,143
18880,120
18881,136
18882,125
18883,161
18884,172
18885,152
18886,0
18887,0
18888,0
18889,30
18890,104
18891,206
18892,215
18893,223
18894,0
18895,0
18896,30
18897,122
18898,153
18899,86
18900,134
18901,174
18902,165
18903,96
18904,194
18905,99
18906,186
18907,175
18908,189
18909,189
18910,208
18911,84
18912,94
18913,139
18914,0
18915,0
18916,118
18917,146
18918,66
18919,176
18920,179
18921,156
18922,224
18923,164
18924,123
18925,171
18926,114
18927,191
18928,0
18929,0
18930,0
18931,0
18932,0
18933,859
18934,0
18935,0
18936,0
18937,1153
18938,0
18939,0
18940,0
18941,2
18942,0
18943,467
18944,3
18945,0
18946,452
18947,0
18948,78
18949,0
18950,4
18951,0
18952,0
18953,0
18954,0
18955,0
18956,0
18957,0
18958,0
18959,0
18960,0
18961,0
18962,0
18963,0
18964,0
18965,0
18966,0
18967,0
18968,583
18969,0
18970,4
18971,0
18972,217
18973,0
18974,0
18975,0
18976,238
18977,0
18978,4
18979,0
18980,623
18981,0
18982,0
18983,627
18984,0
18985,1
18986,0
18987,0
18988,0
18989,2
18990,0
18991,0
18992,0
18993,0
18994,1333
18995,0
18996,1
18997,0
18998,10
18999,0
19000,0
19001,0
19002,0
19003,0
19004,0
19005,0
19006,0
19007,1425
19008,315
19009,0
19010,0
19011,0
19012,0
19013,0
19014,0
19015,0
19016,0
19017,67
19018,1517
19019,0
19020,863
19021,0
19022,0
19023,0
19024,0
19025,0
19026,0
19027,0
19028,0
19029,0
19030,0
19031,0
19032,0
19033,0
19034,0
19035,0
19036,0
19037,0
19038,0
19039,0
19040,49
19041,42
19042,0
19043,57
19044,0
19045,0
19046,0
19047,238
19048,98
19049,1
19050,0
19051,1
19052,0
19053,0
19054,0
19055,0
19056,0
19057,0
19058,1
19059,0
19060,0
19061,0
19062,0
19063,437
19064,123
19065,0
19066,0
19067,1
19068,0
19069,0
19070,0
19071,0
19072,0
19073,0
19074,1470
19075,0
19076,0
19077,0
19078,0
19079,0
19080,0
19081,0
19082,0
19083,0
19084,1080
19085,429
19086,48
19087,377
19088,0
19089,0
19090,0
19091,0
19092,167
19093,0
19094,616
19095,0
19096,0
19097,0
19098,0
19099,53
19100,0
19101,774
19102,156
19103,27
19104,130
19105,399
19106,0
19107,0
19108,0
19109,856
19110,715
19111,0
19112,40
19113,0
19114,336
19115,0
19116,177
19117,119
19118,0
19119,1183
19120,204
19121,0
19122,286
19123,387
19124,217
19125,1144
19126,186
19127,29
19128,0
19129,126
19130,80
19131,184
19132,503
19133,253
19134,0
19135,416
19136,4
19137,0
19138,193
19139,48
19140,96
19141,1369
19142,0
19143,2
19144,66
19145,378
19146,521
19147,339
19148,441
19149,357
19150,767
19151,221
19152,96
19153,385
19154,508
19155,204
19156,0
19157,4
19158,2
19159,96
19160,0
19161,0
19162,0
19163,0
19164,0
19165,0
19166,0
19167,0
19168,0
19169,0
19170,0
19171,0
19172,0
19173,0
19174,0
19175,0
19176,0
19177,0
19178,0
19179,0
19180,0
19181,572
19182,459
19183,0
19184,0
19185,0
19186,0
19187,0
19188,0
19189,0
19190,0
19191,0
19192,0
19193,0
19194,0
19195,0
19196,0
19197,0
19198,0
19199,0
19200,90
19201,49
19202,180
19203,207
19204,130
19205,1
19206,929
19207,40
19208,1
19209,71
19210,0
19211,0
19212,0
19213,0
19214,0
19215,468
19216,0
19217,0
19218,0
19219,0
19220,0
19221,0
19222,0
19223,0
19224,0
19225,0
19226,0
19227,0
19228,0
19229,0
19230,0
19231,0
19232,0
19233,0
19234,0
19235,0
19236,0
19237,0
19238,0
19239,0
19240,0
19241,0
19242,0
19243,0
19244,0
19245,0
19246,709
19247,0
19248,428
19249,0
19250,0
19251,0
19252,0
19253,0
19254,0
19255,1010
19256,133
19257,12
19258,0
19259,13
19260,493
19261,169
19262,175
19263,0
19264,0
19265,0
19266,0
19267,0
19268,0
19269,0
19270,0
19271,0
19272,0
19273,0
19274,0
19275,0
19276,0
19277,0
19278,0
19279,0
19280,0
19281,171
19282,0
19283,220
19284,69
19285,0
19286,0
19287,204
19288,0
19289,0
19290,127
19291,0
19292,0
19293,0
19294,235
19295,0
19296,42
19297,0
19298,0
19299,4
19300,0
19301,0
19302,0
19303,0
19304,158
19305,0
19306,0
19307,37
19308,67
19309,61
19310,91
19311,141
19312,33
19313,15
19314,35
19315,51
19316,43
19317,43
19318,78
19319,3
19320,13
19321,36
19322,29
19323,53
19324,48
19325,0
19326,22
19327,67
19328,48
19329,52
19330,154
19331,0
19332,0
19333,68
19334,16
19335,0
19336,0
19337,61
19338,0
19339,0
19340,0
19341,0
19342,0
19343,243
19344,0
19345,4
19346,105
19347,128
19348,96
19349,165
19350,204
19351,102
19352,135
19353,90
19354,78
19355,84
19356,30
19357,0
19358,0
19359,0
19360,85
19361,50
19362,59
19363,1
19364,25
19365,29
19366,42
19367,0
19368,0
19369,0
19370,0
19371,0
19372,0
19373,0
19374,0
19375,0
19376,0
19377,0
19378,0
19379,0
19380,0
19381,233
19382,74
19383,138
19384,127
19385,0
19386,18
19387,32
19388,70
19389,95
19390,119
19391,60
19392,111
19393,154
19394,244
19395,0
19396,0
19397,0
19398,0
19399,0
19400,0
19401,0
19402,0
19403,51
19404,0
19405,0
19406,18
19407,0
19408,0
19409,0
19410,0
19411,0
19412,0
19413,0
19414,0
19415,0
19416,0
19417,0
19418,0
19419,0
19420,0
19421,1
19422,0
19423,0
19424,0
19425,0
19426,0
19427,136
19428,257
19429,0
19430,134
19431,108
19432,23
19433,144
19434,0
19435,0
19436,0
19437,0
19438,0
19439,77
19440,27
19441,0
19442,0
19443,0
19444,0
19445,0
19446,0
19447,0
19448,0
19449,0
19450,0
19451,0
19452,427
19453,452
19454,0
19455,0
19456,0
19457,0
19458,0
19459,0
19460,0
19461,0
19462,418
19463,402
19464,0
19465,0
19466,445
19467,0
19468,0
19469,0
19470,111
19471,0
19472,0
19473,55
19474,223
19475,0
19476,0
19477,0
19478,0
19479,0
19480,0
19481,0
19482,0
19483,40
19484,32
19485,0
19486,0
19487,433
19488,84
19489,282
19490,126
19491,0
19492,0
19493,323
19494,0
19495,0
19496,80
19497,475
19498,0
19499,0
19500,389
19501,558
19502,0
19503,445
19504,0
19505,0
19506,0
19507,1151
19508,155
19509,599
19510,5
19511,0
19512,7
19513,0
19514,0
19515,0
19516,0
19517,43
19518,0
19519,0
19520,0
19521,0
19522,0
19523,0
19524,3
19525,1
19526,0
19527,0
19528,0
19529,0
19530,0
19531,0
19532,0
19533,57
19534,116
19535,310
19536,0
19537,0
19538,0
19539,16
19540,42
19541,18
19542,0
19543,15
19544,29
19545,20
19546,103
19547,16
19548,37
19549,2
19550,0
19551,0
19552,20
19553,120
19554,275
19555,38
19556,38
19557,2
19558,28
19559,131
19560,0
19561,0
19562,0
19563,74
19564,16
19565,10
19566,43
19567,53
19568,47
19569,12
19570,0
19571,479
19572,0
19573,0
19574,39
19575,189
19576,8
19577,58
19578,80
19579,187
19580,41
19581,105
19582,34
19583,46
19584,140
19585,20
19586,17
19587,0
19588,0
19589,136
19590,16
19591,28
19592,5
19593,0
19594,17
19595,46
19596,19
19597,38
19598,132
19599,27
19600,64
19601,12
19602,51
19603,0
19604,74
19605,57
19606,77
19607,52
19608,22
19609,29
19610,17
19611,22
19612,19
19613,39
19614,0
19615,132
19616,71
19617,41
19618,18
19619,542
19620,12
19621,9
19622,92
19623,8
19624,0
19625,0
19626,67
19627,180
19628,75
19629,29
19630,577
19631,0
19632,64
19633,9
19634,15
19635,229
19636,224
19637,53
